ID	SiteID	PID	VID	SN	NAME	DESC
7510	AGG-HCMNBE12	SFP-GE-E	V01	FC1708051070	module mau GigabitEthernet0/1/CPU0/1	Unknown or Unsupported SFP Module
7511	AGG-HCMNBE12	SFP-10G-ER	V02	FC1708050561	module mau TenGigE0/1/CPU0/16	10GBASE-ER 1550nm SMF 40KM
7512	AGG-HCMNBE12	SFP-10G-LR	V02	10GLR20101535	module mau TenGigE0/1/CPU0/17	10GBASE-LR SFP+ Module for SMF
7513	AGG-HCMNBE12	A9K-24X10GE-1G-TR,	V04,	FOC2449P5E1	module 0/2/CPU0	24X10G/1G Packet Transport Optimized LC
7514	AGG-HCMNBE12	SFP-10G-LR	V02	10GLR20102022	module mau TenGigE0/2/CPU0/0	10GBASE-LR SFP+ Module for SMF
7515	AGG-HCMNBE12	SFP-10G-LR	V02	10GLR20101536	module mau TenGigE0/2/CPU0/1	10GBASE-LR SFP+ Module for SMF
7516	AGG-HCMNBE12	SFP-10G-ER	V02	10GER2010190640	module mau TenGigE0/2/CPU0/6	10GBASE-ER 1550nm SMF 40KM
7517	AGG-HCMNBE12	SFP-10G-ER	V02	10GER2010190639	module mau TenGigE0/2/CPU0/7	10GBASE-ER 1550nm SMF 40KM
7518	AGG-HCMNBE12	TSPLXG40D,	B,	CI2108090766	TenGigE0/2/0/8	Non-Cisco OEM SFP+ 10G Pluggable Optics Module
7519	AGG-HCMNBE12	PWR-2KW-DC-V2,	V03,	DTM211500T3	power-module 0/PS0/M0/SP	2kW DC V2 Power Module
7520	AGG-HCMNBE12	PWR-2KW-DC-V2,	V03,	DTM211500FV	power-module 0/PS0/M1/SP	2kW DC V2 Power Module
7521	AGG-HCMNBE12	PWR-2KW-DC-V2,	V03,	DTM211500CG	power-module 0/PS0/M2/SP	2kW DC V2 Power Module
7522	AGG-HCMNBE12	PWR-2KW-DC-V2,	V03,	DTM211500JB	power-module 0/PS0/M3/SP	2kW DC V2 Power Module
7523	AGG-HCMNBE12	ASR-9006-DC-V2,	V02,	FOX2109PFLV	chassis ASR-9006-DC-V2	ASR 9006 4 Line Card Slot Chassis with V2 DC PEM
7524	AGG-HCMNBE11	A9K-RSP440-TR,	V09,	FOC2104N83J	module 0/RSP0/CPU0	ASR9K Route Switch Processor with 440G/slot Fabric and 6GB
7525	AGG-HCMNBE11	A9K-RSP440-TR,	V09,	FOC2120NFB3	module 0/RSP1/CPU0	ASR9K Route Switch Processor with 440G/slot Fabric and 6GB
7526	AGG-HCMNBE11	ASR-9006-FAN-V2,	V01,	FOC2121N91T	fantray 0/FT0/SP	ASR-9006 Fan Tray V2
7527	AGG-HCMNBE11	N/A,	N/A,		fan0 0/FT0/SP	ASR9K Generic Fan
7528	AGG-HCMNBE11	N/A,	N/A,		fan1 0/FT0/SP	ASR9K Generic Fan
7529	AGG-HCMNBE11	N/A,	N/A,		fan2 0/FT0/SP	ASR9K Generic Fan
7530	AGG-HCMNBE11	N/A,	N/A,		fan3 0/FT0/SP	ASR9K Generic Fan
7531	AGG-HCMNBE11	N/A,	N/A,		fan4 0/FT0/SP	ASR9K Generic Fan
7532	AGG-HCMNBE11	N/A,	N/A,		fan5 0/FT0/SP	ASR9K Generic Fan
7533	AGG-HCMNBE11	ASR-9006-FAN-V2,	V01,	FOC2121N91N	fantray 0/FT1/SP	ASR-9006 Fan Tray V2
7534	AGG-HCMNBE11	N/A,	N/A,		fan0 0/FT1/SP	ASR9K Generic Fan
7535	AGG-HCMNBE11	N/A,	N/A,		fan1 0/FT1/SP	ASR9K Generic Fan
7536	AGG-HCMNBE11	N/A,	N/A,		fan2 0/FT1/SP	ASR9K Generic Fan
7537	AGG-HCMNBE11	N/A,	N/A,		fan3 0/FT1/SP	ASR9K Generic Fan
7538	AGG-HCMNBE11	N/A,	N/A,		fan4 0/FT1/SP	ASR9K Generic Fan
7539	AGG-HCMNBE11	N/A,	N/A,		fan5 0/FT1/SP	ASR9K Generic Fan
7540	AGG-HCMNBE11	A9K-4T16GE-TR,	V03,	FOC2123NL20	module 0/0/CPU0	20-Port, 16x1GE_4xT Packet Transport Optimized LC
7541	AGG-HCMNBE11	FCLF-8521-3-ER,	A,	PGG3EJ1	GigabitEthernet0/0/0/15	Non-Cisco FINISAR CORP. SFP 1G Pluggable Optics Module
7542	AGG-HCMNBE11	SFP-10G-LR	V03	FC1711192352	module mau TenGigE0/0/CPU0/16	10GBASE-LR SFP+ Module for SMF
7543	AGG-HCMNBE11	SFP-10G-LR	V02	10GLR20101538	module mau TenGigE0/0/CPU0/17	10GBASE-LR SFP+ Module for SMF
7544	AGG-HCMNBE11	A9K-4T16GE-TR,	V03,	FOC2123NL2H	module 0/1/CPU0	20-Port, 16x1GE_4xT Packet Transport Optimized LC
7545	AGG-HCMNBE11	SFP-10G-ER	V02	FC1708050567	module mau TenGigE0/1/CPU0/16	10GBASE-ER 1550nm SMF 40KM
7546	AGG-HCMNBE11	SFP-10G-LR	V02	10GLR20101539	module mau TenGigE0/1/CPU0/17	10GBASE-LR SFP+ Module for SMF
7547	AGG-HCMNBE11	A9K-24X10GE-1G-TR,	V04,	FOC2449N48P	module 0/2/CPU0	24X10G/1G Packet Transport Optimized LC
7548	AGG-HCMNBE11	SFP-10G-LR	V02	10GLR20101528	module mau TenGigE0/2/CPU0/0	10GBASE-LR SFP+ Module for SMF
7549	AGG-HCMNBE11	SFP-10G-LR	V02	10GLR20101540	module mau TenGigE0/2/CPU0/1	10GBASE-LR SFP+ Module for SMF
7550	AGG-HCMNBE11	TSPLXG10D,	1.,	CI2108090439	TenGigE0/2/0/2	Non-Cisco OEM SFP+ 10G Pluggable Optics Module
7551	AGG-HCMNBE11	SFP-10G-ER	V02	10GER2010190632	module mau TenGigE0/2/CPU0/3	10GBASE-ER 1550nm SMF 40KM
7552	AGG-HCMNBE11	SFP-10G-ER	V02	10GER2010190631	module mau TenGigE0/2/CPU0/4	10GBASE-ER 1550nm SMF 40KM
7553	AGG-HCMNBE11	SFP-10G-ER	V02	10GER2010190620	module mau TenGigE0/2/CPU0/5	10GBASE-ER 1550nm SMF 40KM
7554	AGG-HCMNBE11	TSPLXG10D,	1.,	CI2108090401	TenGigE0/2/0/6	Non-Cisco OEM SFP+ 10G Pluggable Optics Module
7555	AGG-HCMNBE11	SFP-10G-ER	V02	10GER2010190619	module mau TenGigE0/2/CPU0/7	10GBASE-ER 1550nm SMF 40KM
7556	AGG-HCMNBE11	TSPLXG40D,	B,	CI2108090767	TenGigE0/2/0/8	Non-Cisco OEM SFP+ 10G Pluggable Optics Module
7557	AGG-HCMNBE11	PWR-2KW-DC-V2,	V03,	DTM211500C6	power-module 0/PS0/M0/SP	2kW DC V2 Power Module
7558	AGG-HCMNBE11	PWR-2KW-DC-V2,	V03,	DTM211500AZ	power-module 0/PS0/M1/SP	2kW DC V2 Power Module
7559	AGG-HCMNBE11	PWR-2KW-DC-V2,	V03,	DTM211500FQ	power-module 0/PS0/M2/SP	2kW DC V2 Power Module
7560	AGG-HCMNBE11	PWR-2KW-DC-V2,	V03,	DTM211500EX	power-module 0/PS0/M3/SP	2kW DC V2 Power Module
7561	AGG-HCMNBE11	ASR-9006-DC-V2,	V02,	FOX2115P8JA	chassis ASR-9006-DC-V2	ASR 9006 4 Line Card Slot Chassis with V2 DC PEM
7562	AGG-HCMHMN21	A9K-RSP440-TR,	V09,	FOC2120NF7F	module 0/RSP0/CPU0	ASR9K Route Switch Processor with 440G/slot Fabric and 6GB
7563	AGG-HCMHMN21	A9K-RSP440-TR,	V09,	FOC2120NFAS	module 0/RSP1/CPU0	ASR9K Route Switch Processor with 440G/slot Fabric and 6GB
7564	AGG-HCMHMN21	ASR-9006-FAN-V2,	V01,	FOC2121N91B	fantray 0/FT0/SP	ASR-9006 Fan Tray V2
7565	AGG-HCMHMN21	N/A,	N/A,		fan0 0/FT0/SP	ASR9K Generic Fan
7566	AGG-HCMHMN21	N/A,	N/A,		fan1 0/FT0/SP	ASR9K Generic Fan
7567	AGG-HCMHMN21	N/A,	N/A,		fan2 0/FT0/SP	ASR9K Generic Fan
7568	AGG-HCMHMN21	N/A,	N/A,		fan3 0/FT0/SP	ASR9K Generic Fan
7569	AGG-HCMHMN21	N/A,	N/A,		fan4 0/FT0/SP	ASR9K Generic Fan
7570	AGG-HCMHMN21	N/A,	N/A,		fan5 0/FT0/SP	ASR9K Generic Fan
7571	AGG-HCMHMN21	ASR-9006-FAN-V2,	V01,	FOC2121N920	fantray 0/FT1/SP	ASR-9006 Fan Tray V2
7572	AGG-HCMHMN21	N/A,	N/A,		fan0 0/FT1/SP	ASR9K Generic Fan
7573	AGG-HCMHMN21	N/A,	N/A,		fan1 0/FT1/SP	ASR9K Generic Fan
7574	AGG-HCMHMN21	N/A,	N/A,		fan2 0/FT1/SP	ASR9K Generic Fan
7575	AGG-HCMHMN21	N/A,	N/A,		fan3 0/FT1/SP	ASR9K Generic Fan
7576	AGG-HCMHMN21	N/A,	N/A,		fan4 0/FT1/SP	ASR9K Generic Fan
7577	AGG-HCMHMN21	N/A,	N/A,		fan5 0/FT1/SP	ASR9K Generic Fan
7578	AGG-HCMHMN21	A9K-4T16GE-TR,	V03,	FOC2120NW2K	module 0/0/CPU0	20-Port, 16x1GE_4xT Packet Transport Optimized LC
7579	AGG-HCMHMN21	LT-COPPER-SFP,	1.,	LTCGSFP160800624	GigabitEthernet0/0/0/14	Non-Cisco OEM SFP 1G Pluggable Optics Module
7580	AGG-HCMHMN21	FCLF-8521-3-ER,	A,	PGG3ETP	GigabitEthernet0/0/0/15	Non-Cisco FINISAR CORP. SFP 1G Pluggable Optics Module
7581	AGG-HCMHMN21	SFP-10G-LR	V03	FC1708050360	module mau TenGigE0/0/CPU0/16	10GBASE-LR SFP+ Module for SMF
7582	AGG-HCMHMN21	A9K-24X10GE-1G-TR,	V04,	FOC2449P5DV	module 0/2/CPU0	24X10G/1G Packet Transport Optimized LC
7583	AGG-HCMHMN21	SFP-10G-LR	V02	10GLR20102564	module mau TenGigE0/2/CPU0/0	10GBASE-LR SFP+ Module for SMF
7584	AGG-HCMHMN21	SFP-10G-LR	V02	10GLR20102616	module mau TenGigE0/2/CPU0/1	10GBASE-LR SFP+ Module for SMF
7585	AGG-HCMHMN21	SFP-10G-LR	V02	10GLR20102689	module mau TenGigE0/2/CPU0/2	10GBASE-LR SFP+ Module for SMF
7586	AGG-HCMHMN21	SFP-10G-LR	V02	10GLR20102546	module mau TenGigE0/2/CPU0/3	10GBASE-LR SFP+ Module for SMF
7587	AGG-HCMHMN21	SFP-10G-LR	V02	10GLR20102574	module mau TenGigE0/2/CPU0/4	10GBASE-LR SFP+ Module for SMF
7588	AGG-HCMHMN21	SFP-10G-LR	V02	10GLR20102640	module mau TenGigE0/2/CPU0/5	10GBASE-LR SFP+ Module for SMF
7589	AGG-HCMHMN21	SFP-10G-LR	V02	10GLR20102591	module mau TenGigE0/2/CPU0/6	10GBASE-LR SFP+ Module for SMF
7590	AGG-HCMHMN21	TSPLXG80D,	00,	CI2108090796	TenGigE0/2/0/7	Non-Cisco OEM SFP+ 10G Pluggable Optics Module
7591	AGG-HCMHMN21	TSPLXG80D,	00,	CI2108090797	TenGigE0/2/0/8	Non-Cisco OEM SFP+ 10G Pluggable Optics Module
7592	AGG-HCMHMN21	SFP-10G-LR	V03	FC1708050304	module mau TenGigE0/2/CPU0/16	10GBASE-LR SFP+ Module for SMF
7593	AGG-HCMHMN21	A9K-24X10GE-1G-TR,	V04,	FOC2449P5D5	module 0/3/CPU0	24X10G/1G Packet Transport Optimized LC
7594	AGG-HCMHMN21	SFP-10G-LR	V02	10GLR20102623	module mau TenGigE0/3/CPU0/0	10GBASE-LR SFP+ Module for SMF
7595	AGG-HCMHMN21	SFP-10G-LR	V02	10GLR20102625	module mau TenGigE0/3/CPU0/1	10GBASE-LR SFP+ Module for SMF
7596	AGG-HCMHMN21	SFP-10G-LR	V02	10GLR20102576	module mau TenGigE0/3/CPU0/2	10GBASE-LR SFP+ Module for SMF
7597	AGG-HCMHMN21	SFP-10G-LR	V02	10GLR20102639	module mau TenGigE0/3/CPU0/3	10GBASE-LR SFP+ Module for SMF
7598	AGG-HCMHMN21	SFP-10G-LR	V02	10GLR20102654	module mau TenGigE0/3/CPU0/4	10GBASE-LR SFP+ Module for SMF
7599	AGG-HCMHMN21	SFP-10G-LR	V02	10GLR20102578	module mau TenGigE0/3/CPU0/5	10GBASE-LR SFP+ Module for SMF
7600	AGG-HCMHMN21	SFP-10G-LR	V02	10GLR20102750	module mau TenGigE0/3/CPU0/6	10GBASE-LR SFP+ Module for SMF
7601	AGG-HCMHMN21	TSPLXG10D,	1.,	CI2108090275	TenGigE0/3/0/7	Non-Cisco OEM SFP+ 10G Pluggable Optics Module
7602	AGG-HCMHMN21	PWR-2KW-DC-V2,	V03,	ART2115Y064	power-module 0/PS0/M0/SP	2kW DC V2 Power Module
7603	AGG-HCMHMN21	PWR-2KW-DC-V2,	V03,	ART2115Y05N	power-module 0/PS0/M1/SP	2kW DC V2 Power Module
7604	AGG-HCMHMN21	PWR-2KW-DC-V2,	V03,	ART2115Y06W	power-module 0/PS0/M2/SP	2kW DC V2 Power Module
7605	AGG-HCMHMN21	PWR-2KW-DC-V2,	V03,	ART2115Y06C	power-module 0/PS0/M3/SP	2kW DC V2 Power Module
7606	AGG-HCMHMN21	ASR-9006-DC-V2,	V02,	FOX2113P7YF	chassis ASR-9006-DC-V2	ASR 9006 4 Line Card Slot Chassis with V2 DC PEM
7607	AGG-HCMHMN11	A9K-RSP440-TR,	V09,	FOC2102NLUP	module 0/RSP0/CPU0	ASR9K Route Switch Processor with 440G/slot Fabric and 6GB
7608	AGG-HCMHMN11	A9K-RSP440-TR,	V09,	FOC2110NQC9	module 0/RSP1/CPU0	ASR9K Route Switch Processor with 440G/slot Fabric and 6GB
7609	AGG-HCMHMN11	ASR-9006-FAN-V2,	V01,	FOC2121N8X9	fantray 0/FT0/SP	ASR-9006 Fan Tray V2
7610	AGG-HCMHMN11	N/A,	N/A,		fan0 0/FT0/SP	ASR9K Generic Fan
7611	AGG-HCMHMN11	N/A,	N/A,		fan1 0/FT0/SP	ASR9K Generic Fan
7612	AGG-HCMHMN11	N/A,	N/A,		fan2 0/FT0/SP	ASR9K Generic Fan
7613	AGG-HCMHMN11	N/A,	N/A,		fan3 0/FT0/SP	ASR9K Generic Fan
7614	AGG-HCMHMN11	N/A,	N/A,		fan4 0/FT0/SP	ASR9K Generic Fan
7615	AGG-HCMHMN11	N/A,	N/A,		fan5 0/FT0/SP	ASR9K Generic Fan
7616	AGG-HCMHMN11	ASR-9006-FAN-V2,	V01,	FOC2121N8XC	fantray 0/FT1/SP	ASR-9006 Fan Tray V2
7617	AGG-HCMHMN11	N/A,	N/A,		fan0 0/FT1/SP	ASR9K Generic Fan
7618	AGG-HCMHMN11	N/A,	N/A,		fan1 0/FT1/SP	ASR9K Generic Fan
7619	AGG-HCMHMN11	N/A,	N/A,		fan2 0/FT1/SP	ASR9K Generic Fan
7620	AGG-HCMHMN11	N/A,	N/A,		fan3 0/FT1/SP	ASR9K Generic Fan
7621	AGG-HCMHMN11	N/A,	N/A,		fan4 0/FT1/SP	ASR9K Generic Fan
7622	AGG-HCMHMN11	N/A,	N/A,		fan5 0/FT1/SP	ASR9K Generic Fan
7623	AGG-HCMHMN11	A9K-4T16GE-TR,	V03,	FOC2123NL4Q	module 0/0/CPU0	20-Port, 16x1GE_4xT Packet Transport Optimized LC
7624	AGG-HCMHMN11	LT-COPPER-SFP,	1.,	LTCGSFP160801945	GigabitEthernet0/0/0/14	Non-Cisco OEM SFP 1G Pluggable Optics Module
7625	AGG-HCMHMN11	LT-COPPER-SFP,	1.,	LTCGSFP160801943	GigabitEthernet0/0/0/15	Non-Cisco OEM SFP 1G Pluggable Optics Module
7626	AGG-HCMHMN11	SFP-10G-ER	V02	FC1708050595	module mau TenGigE0/0/CPU0/16	10GBASE-ER 1550nm SMF 40KM
7627	AGG-HCMHMN11	A9K-24X10GE-1G-TR,	V04,	FOC2449N4AT	module 0/2/CPU0	24X10G/1G Packet Transport Optimized LC
7628	AGG-HCMHMN11	SFP-10G-ER	V02	MM1S201224519	module mau TenGigE0/2/CPU0/0	10GBASE-ER 1550nm SMF 40KM
7629	AGG-HCMHMN11	SFP-10G-ER	V02	MM1S201224505	module mau TenGigE0/2/CPU0/1	10GBASE-ER 1550nm SMF 40KM
7630	AGG-HCMHMN11	SFP-10G-LR	V02	10GLR20102687	module mau TenGigE0/2/CPU0/2	10GBASE-LR SFP+ Module for SMF
7631	AGG-HCMHMN11	SFP-10G-ER	V02	MM1S201224502	module mau TenGigE0/2/CPU0/3	10GBASE-ER 1550nm SMF 40KM
7632	AGG-HCMHMN11	SFP-10G-LR	V02	10GLR20102677	module mau TenGigE0/2/CPU0/4	10GBASE-LR SFP+ Module for SMF
7633	AGG-HCMHMN11	SFP-10G-LR	V02	10GLR20102559	module mau TenGigE0/2/CPU0/5	10GBASE-LR SFP+ Module for SMF
7634	AGG-HCMHMN11	SFP-10G-LR	V02	10GLR20102571	module mau TenGigE0/2/CPU0/6	10GBASE-LR SFP+ Module for SMF
7635	AGG-HCMHMN11	TSPLXG40D,	B,	CI2108090720	TenGigE0/2/0/7	Non-Cisco OEM SFP+ 10G Pluggable Optics Module
7636	AGG-HCMHMN11	SFP-10G-LR	V03	FC1708050302	module mau TenGigE0/2/CPU0/16	10GBASE-LR SFP+ Module for SMF
7637	AGG-HCMHMN11	A9K-24X10GE-1G-TR,	V04,	FOC2449P5FJ	module 0/3/CPU0	24X10G/1G Packet Transport Optimized LC
7638	AGG-HCMHMN11	SFP-10G-ER	V02	MM1S201224447	module mau TenGigE0/3/CPU0/0	10GBASE-ER 1550nm SMF 40KM
7639	AGG-HCMHMN11	SFP-10G-LR	V02	10GLR20102620	module mau TenGigE0/3/CPU0/1	10GBASE-LR SFP+ Module for SMF
7640	AGG-HCMHMN11	SFP-10G-LR	V02	10GLR20102648	module mau TenGigE0/3/CPU0/2	10GBASE-LR SFP+ Module for SMF
7641	AGG-HCMHMN11	SFP-10G-LR	V02	10GLR20102647	module mau TenGigE0/3/CPU0/3	10GBASE-LR SFP+ Module for SMF
7642	AGG-HCMHMN11	SFP-10G-LR	V02	10GLR20102658	module mau TenGigE0/3/CPU0/4	10GBASE-LR SFP+ Module for SMF
7643	AGG-HCMHMN11	SFP-10G-LR	V02	10GLR20102582	module mau TenGigE0/3/CPU0/5	10GBASE-LR SFP+ Module for SMF
7644	AGG-HCMHMN11	SFP-10G-LR	V02	10GLR20102583	module mau TenGigE0/3/CPU0/6	10GBASE-LR SFP+ Module for SMF
7645	AGG-HCMHMN11	TSPLXG10D,	1.,	CI2108090271	TenGigE0/3/0/7	Non-Cisco OEM SFP+ 10G Pluggable Optics Module
7646	AGG-HCMHMN11	PWR-2KW-DC-V2,	V03,	DTM211500F4	power-module 0/PS0/M0/SP	2kW DC V2 Power Module
7647	AGG-HCMHMN11	PWR-2KW-DC-V2,	V03,	DTM211500T5	power-module 0/PS0/M1/SP	2kW DC V2 Power Module
7648	AGG-HCMHMN11	PWR-2KW-DC-V2,	V03,	DTM211500DQ	power-module 0/PS0/M2/SP	2kW DC V2 Power Module
7649	AGG-HCMHMN11	PWR-2KW-DC-V2,	V03,	DTM211500B0	power-module 0/PS0/M3/SP	2kW DC V2 Power Module
7650	AGG-HCMHMN11	ASR-9006-DC-V2,	V02,	FOX2109PFL5	chassis ASR-9006-DC-V2	ASR 9006 4 Line Card Slot Chassis with V2 DC PEM
7651	AGG-HCMGVP22	A9K-RSP440-TR,	V09,	FOC2039N1A8	module 0/RSP0/CPU0	ASR9K Route Switch Processor with 440G/slot Fabric and 6GB
7652	AGG-HCMGVP22	A9K-RSP440-TR,	V09,	FOC2039N1B0	module 0/RSP1/CPU0	ASR9K Route Switch Processor with 440G/slot Fabric and 6GB
7653	AGG-HCMGVP22	ASR-9006-FAN-V2,	V01,	FOC2041NEWG	fantray 0/FT0/SP	ASR-9006 Fan Tray V2
7654	AGG-HCMGVP22	N/A,	N/A,		fan0 0/FT0/SP	ASR9K Generic Fan
7655	AGG-HCMGVP22	N/A,	N/A,		fan1 0/FT0/SP	ASR9K Generic Fan
7656	AGG-HCMGVP22	N/A,	N/A,		fan2 0/FT0/SP	ASR9K Generic Fan
7657	AGG-HCMGVP22	N/A,	N/A,		fan3 0/FT0/SP	ASR9K Generic Fan
7658	AGG-HCMGVP22	N/A,	N/A,		fan4 0/FT0/SP	ASR9K Generic Fan
7659	AGG-HCMGVP22	N/A,	N/A,		fan5 0/FT0/SP	ASR9K Generic Fan
7660	AGG-HCMGVP22	ASR-9006-FAN-V2,	V01,	FOC2041NEX4	fantray 0/FT1/SP	ASR-9006 Fan Tray V2
7661	AGG-HCMGVP22	N/A,	N/A,		fan0 0/FT1/SP	ASR9K Generic Fan
7662	AGG-HCMGVP22	N/A,	N/A,		fan1 0/FT1/SP	ASR9K Generic Fan
7663	AGG-HCMGVP22	N/A,	N/A,		fan2 0/FT1/SP	ASR9K Generic Fan
7664	AGG-HCMGVP22	N/A,	N/A,		fan3 0/FT1/SP	ASR9K Generic Fan
7665	AGG-HCMGVP22	N/A,	N/A,		fan4 0/FT1/SP	ASR9K Generic Fan
7666	AGG-HCMGVP22	N/A,	N/A,		fan5 0/FT1/SP	ASR9K Generic Fan
7667	AGG-HCMGVP22	A9K-4T16GE-TR,	V02,	FOC2038NG4Q	module 0/0/CPU0	20-Port, 16x1GE_4xT Packet Transport Optimized LC
7668	AGG-HCMGVP22	FCLF8520P2BTL-A,	A,	PU72X11	GigabitEthernet0/0/0/14	Non-Cisco FINISAR CORP. SFP 1G Pluggable Optics Module
7669	AGG-HCMGVP22	FCLF8520P2BTL-A,	A,	PU72F2H	GigabitEthernet0/0/0/15	Non-Cisco FINISAR CORP. SFP 1G Pluggable Optics Module
7670	AGG-HCMGVP22	SFP-10G-ER	V02	FC1611131017	module mau TenGigE0/0/CPU0/16	10GBASE-ER 1550nm SMF 40KM
7671	AGG-HCMGVP22	SFP-10G-LR	V02	FC1611130723	module mau TenGigE0/0/CPU0/17	10GBASE-LR SFP+ Module for SMF
7672	AGG-HCMGVP22	SFP-10G-LR	V02	FC1611130072	module mau TenGigE0/0/CPU0/18	10GBASE-LR SFP+ Module for SMF
7673	AGG-HCMGVP22	SFP-10G-LR	V03	FC1711192336	module mau TenGigE0/0/CPU0/19	10GBASE-LR SFP+ Module for SMF
7674	AGG-HCMGVP22	A9K-24X10GE-1G-TR,	V04,	FOC2423N66C	module 0/1/CPU0	24X10G/1G Packet Transport Optimized LC
7675	AGG-HCMGVP22	SFP-10G-LR,	N/A,	10GLR20051486	TenGigE0/1/0/0	Non-Cisco ModuleTek SFP+ 10G Pluggable Optics Module
7676	AGG-HCMGVP22	SFP-10G-LR,	N/A,	10GLR20051377	TenGigE0/1/0/1	Non-Cisco ModuleTek SFP+ 10G Pluggable Optics Module
7677	AGG-HCMGVP22	SFP-10G-LR	V02	10GLR20102518	module mau TenGigE0/1/CPU0/2	10GBASE-LR SFP+ Module for SMF
7678	AGG-HCMGVP22	SFP-10G-LR,	N/A,	10GLR20051369	TenGigE0/1/0/5	Non-Cisco ModuleTek SFP+ 10G Pluggable Optics Module
7679	AGG-HCMGVP22	SFP-10G-LR,	N/A,	10GLR20051352	TenGigE0/1/0/6	Non-Cisco ModuleTek SFP+ 10G Pluggable Optics Module
7680	AGG-HCMGVP22	SFP-10G-LR,	N/A,	10GLR20051355	TenGigE0/1/0/7	Non-Cisco ModuleTek SFP+ 10G Pluggable Optics Module
7681	AGG-HCMGVP22	SFP-10G-ER	V02	10GER2010190032	module mau TenGigE0/1/CPU0/16	10GBASE-ER 1550nm SMF 40KM
7682	AGG-HCMGVP22	SFP-10G-LR	V02	10GLR20102771	module mau TenGigE0/1/CPU0/17	10GBASE-LR SFP+ Module for SMF
7683	AGG-HCMGVP22	PWR-2KW-DC-V2,	V03,	ART2031Y0NU	power-module 0/PS0/M0/SP	2kW DC V2 Power Module
7684	AGG-HCMGVP22	PWR-2KW-DC-V2,	V03,	ART2031Y0PB	power-module 0/PS0/M1/SP	2kW DC V2 Power Module
7685	AGG-HCMGVP22	PWR-2KW-DC-V2,	V03,	ART2419Y01F	power-module 0/PS0/M2/SP	2kW DC V2 Power Module
7686	AGG-HCMGVP22	ASR-9006-DC-V2,	V02,	FOX2042GA3R	chassis ASR-9006-DC-V2	ASR 9006 4 Line Card Slot Chassis with V2 DC PEM
7687	AGG-HCMGVP21	A9K-RSP440-TR,	V09,	FOC2039N1EH	module 0/RSP0/CPU0	ASR9K Route Switch Processor with 440G/slot Fabric and 6GB
7688	AGG-HCMGVP21	A9K-RSP440-TR,	V09,	FOC2039N15M	module 0/RSP1/CPU0	ASR9K Route Switch Processor with 440G/slot Fabric and 6GB
7689	AGG-HCMGVP21	ASR-9006-FAN-V2,	V01,	FOC2042N81B	fantray 0/FT0/SP	ASR-9006 Fan Tray V2
7690	AGG-HCMGVP21	N/A,	N/A,		fan0 0/FT0/SP	ASR9K Generic Fan
7691	AGG-HCMGVP21	N/A,	N/A,		fan1 0/FT0/SP	ASR9K Generic Fan
7692	AGG-HCMGVP21	N/A,	N/A,		fan2 0/FT0/SP	ASR9K Generic Fan
7693	AGG-HCMGVP21	N/A,	N/A,		fan3 0/FT0/SP	ASR9K Generic Fan
7694	AGG-HCMGVP21	N/A,	N/A,		fan4 0/FT0/SP	ASR9K Generic Fan
7695	AGG-HCMGVP21	N/A,	N/A,		fan5 0/FT0/SP	ASR9K Generic Fan
7696	AGG-HCMGVP21	ASR-9006-FAN-V2,	V01,	FOC2042N819	fantray 0/FT1/SP	ASR-9006 Fan Tray V2
7697	AGG-HCMGVP21	N/A,	N/A,		fan0 0/FT1/SP	ASR9K Generic Fan
7698	AGG-HCMGVP21	N/A,	N/A,		fan1 0/FT1/SP	ASR9K Generic Fan
7699	AGG-HCMGVP21	N/A,	N/A,		fan2 0/FT1/SP	ASR9K Generic Fan
7700	AGG-HCMGVP21	N/A,	N/A,		fan3 0/FT1/SP	ASR9K Generic Fan
7701	AGG-HCMGVP21	N/A,	N/A,		fan4 0/FT1/SP	ASR9K Generic Fan
7702	AGG-HCMGVP21	N/A,	N/A,		fan5 0/FT1/SP	ASR9K Generic Fan
7703	AGG-HCMGVP21	A9K-4T16GE-TR,	V02,	FOC2038NG46	module 0/0/CPU0	20-Port, 16x1GE_4xT Packet Transport Optimized LC
7704	AGG-HCMGVP21	LC1GSMD20,	V0,	201805036	GigabitEthernet0/0/0/0	Non-Cisco Cisco-Heyi SFP 1G Pluggable Optics Module
7705	AGG-HCMGVP21	LC1GSMD20,	V0,	201805040	GigabitEthernet0/0/0/1	Non-Cisco Cisco-Heyi SFP 1G Pluggable Optics Module
7706	AGG-HCMGVP21	LT-COPPER-SFP,	1.,	LTCGSFP160800197	GigabitEthernet0/0/0/15	Non-Cisco OEM SFP 1G Pluggable Optics Module
7707	AGG-HCMGVP21	SFP-10G-ER	V02	FC1611131016	module mau TenGigE0/0/CPU0/16	10GBASE-ER 1550nm SMF 40KM
7708	AGG-HCMGVP21	SFP-10G-LR	V02	FC1611130730	module mau TenGigE0/0/CPU0/17	10GBASE-LR SFP+ Module for SMF
7709	AGG-HCMGVP21	SFP-10G-LR	V02	FC1611130073	module mau TenGigE0/0/CPU0/18	10GBASE-LR SFP+ Module for SMF
7710	AGG-HCMGVP21	SFP-10G-LR	V02	FC1611130071	module mau TenGigE0/0/CPU0/19	10GBASE-LR SFP+ Module for SMF
7711	AGG-HCMGVP21	A9K-24X10GE-1G-TR,	V04,	FOC2424N6C8	module 0/1/CPU0	24X10G/1G Packet Transport Optimized LC
